Message ID, CreationTime [μs]  , ReceiveTime [μs] , TimeDifference [μs]
0, 5000000, 5002083, 2083
1, 5000500, 5002118, 1618
2, 5001000, 5002131, 1131
3, 5001500, 5002144, 644
4, 5002000, 5002157, 157
5, 5002500, 5002512, 12
6, 5003000, 5003012, 12
7, 5003500, 5003512, 12
8, 5004000, 5008012, 4012
9, 5004500, 5008025, 3525
10, 5005000, 5008038, 3038
11, 5005500, 5008052, 2552
12, 5006000, 5008065, 2065
13, 5006500, 5008078, 1578
14, 5007000, 5008091, 1091
15, 5007500, 5008105, 605
16, 5008000, 5008118, 118
17, 5008500, 5008512, 12
18, 5009000, 5009012, 12
19, 5009500, 5009512, 12
20, 5010000, 5014025, 4025
21, 5010500, 5014038, 3538
22, 5011000, 5014052, 3052
23, 5011500, 5014065, 2565
24, 5012000, 5014078, 2078
25, 5012500, 5014091, 1591
26, 5013000, 5014105, 1105
27, 5013500, 5014118, 618
28, 5014000, 5014131, 131
29, 5014500, 5014512, 12
30, 5015000, 5015012, 12
31, 5015500, 5015512, 12
32, 5016000, 5020012, 4012
33, 5016500, 5020025, 3525
34, 5017000, 5020038, 3038
35, 5017500, 5020052, 2552
36, 5018000, 5020065, 2065
37, 5018500, 5020078, 1578
38, 5019000, 5020092, 1092
39, 5019500, 5020105, 605
40, 5020000, 5020131, 131
41, 5020500, 5020512, 12
42, 5021000, 5021012, 12
43, 5021500, 5021512, 12
44, 5022000, 5026012, 4012
45, 5022500, 5026025, 3525
46, 5023000, 5026038, 3038
47, 5023500, 5026052, 2552
48, 5024000, 5026065, 2065
49, 5024500, 5026078, 1578
50, 5025000, 5026092, 1092
51, 5025500, 5026105, 605
52, 5026000, 5026118, 118
53, 5026500, 5026512, 12
54, 5027000, 5027012, 12
55, 5027500, 5027512, 12
56, 5028000, 5032012, 4012
57, 5028500, 5032025, 3525
58, 5029000, 5032038, 3038
59, 5029500, 5032052, 2552
60, 5030000, 5032078, 2078
61, 5030500, 5032091, 1591
62, 5031000, 5032105, 1105
63, 5031500, 5032118, 618
64, 5032000, 5032131, 131
65, 5032500, 5032512, 12
66, 5033000, 5033012, 12
67, 5033500, 5033512, 12
68, 5034000, 5038012, 4012
69, 5034500, 5038025, 3525
70, 5035000, 5038038, 3038
71, 5035500, 5038052, 2552
72, 5036000, 5038065, 2065
73, 5036500, 5038078, 1578
74, 5037000, 5038092, 1092
75, 5037500, 5038105, 605
76, 5038000, 5038118, 118
77, 5038500, 5038512, 12
78, 5039000, 5039012, 12
79, 5039500, 5039512, 12
80, 5040000, 5044025, 4025
81, 5040500, 5044038, 3538
82, 5041000, 5044052, 3052
83, 5041500, 5044065, 2565
84, 5042000, 5044078, 2078
85, 5042500, 5044091, 1591
86, 5043000, 5044105, 1105
87, 5043500, 5044118, 618
88, 5044000, 5044131, 131
89, 5044500, 5044512, 12
90, 5045000, 5045012, 12
91, 5045500, 5045512, 12
92, 5046000, 5050012, 4012
93, 5046500, 5050025, 3525
94, 5047000, 5050038, 3038
95, 5047500, 5050052, 2552
96, 5048000, 5050065, 2065
97, 5048500, 5050078, 1578
98, 5049000, 5050092, 1092
99, 5049500, 5050105, 605
100, 5050000, 5050131, 131
101, 5050500, 5050512, 12
102, 5051000, 5051012, 12
103, 5051500, 5051512, 12
104, 5052000, 5056012, 4012
105, 5052500, 5056025, 3525
106, 5053000, 5056039, 3039
107, 5053500, 5056052, 2552
108, 5054000, 5056065, 2065
109, 5054500, 5056079, 1579
110, 5055000, 5056092, 1092
111, 5055500, 5056106, 606
112, 5056000, 5056119, 119
113, 5056500, 5056512, 12
114, 5057000, 5057012, 12
115, 5057500, 5057512, 12
116, 5058000, 5062012, 4012
117, 5058500, 5062025, 3525
118, 5059000, 5062039, 3039
119, 5059500, 5062052, 2552
120, 5060000, 5062079, 2079
121, 5060500, 5062092, 1592
122, 5061000, 5062105, 1105
123, 5061500, 5062119, 619
124, 5062000, 5062132, 132
125, 5062500, 5062512, 12
126, 5063000, 5063012, 12
127, 5063500, 5063512, 12
128, 5064000, 5068012, 4012
129, 5064500, 5068025, 3525
130, 5065000, 5068039, 3039
131, 5065500, 5068052, 2552
132, 5066000, 5068065, 2065
133, 5066500, 5068079, 1579
134, 5067000, 5068092, 1092
135, 5067500, 5068106, 606
136, 5068000, 5068119, 119
137, 5068500, 5068512, 12
138, 5069000, 5069012, 12
139, 5069500, 5069512, 12
140, 5070000, 5074025, 4025
141, 5070500, 5074038, 3538
142, 5071000, 5074052, 3052
143, 5071500, 5074065, 2565
144, 5072000, 5074079, 2079
145, 5072500, 5074092, 1592
146, 5073000, 5074105, 1105
147, 5073500, 5074119, 619
148, 5074000, 5074132, 132
149, 5074500, 5074512, 12
150, 5075000, 5075012, 12
151, 5075500, 5075512, 12
152, 5076000, 5080012, 4012
153, 5076500, 5080025, 3525
154, 5077000, 5080039, 3039
155, 5077500, 5080052, 2552
156, 5078000, 5080065, 2065
157, 5078500, 5080079, 1579
158, 5079000, 5080092, 1092
159, 5079500, 5080106, 606
160, 5080000, 5080132, 132
161, 5080500, 5080512, 12
162, 5081000, 5081012, 12
163, 5081500, 5081512, 12
164, 5082000, 5086012, 4012
165, 5082500, 5086025, 3525
166, 5083000, 5086039, 3039
167, 5083500, 5086052, 2552
168, 5084000, 5086065, 2065
169, 5084500, 5086079, 1579
170, 5085000, 5086092, 1092
171, 5085500, 5086106, 606
172, 5086000, 5086119, 119
173, 5086500, 5086512, 12
174, 5087000, 5087012, 12
175, 5087500, 5087512, 12
176, 5088000, 5092012, 4012
177, 5088500, 5092025, 3525
178, 5089000, 5092039, 3039
179, 5089500, 5092052, 2552
180, 5090000, 5092079, 2079
181, 5090500, 5092092, 1592
182, 5091000, 5092105, 1105
183, 5091500, 5092119, 619
184, 5092000, 5092132, 132
185, 5092500, 5092512, 12
186, 5093000, 5093012, 12
187, 5093500, 5093512, 12
188, 5094000, 5098012, 4012
189, 5094500, 5098025, 3525
190, 5095000, 5098039, 3039
191, 5095500, 5098052, 2552
192, 5096000, 5098065, 2065
193, 5096500, 5098079, 1579
194, 5097000, 5098092, 1092
195, 5097500, 5098106, 606
196, 5098000, 5098119, 119
197, 5098500, 5098512, 12
198, 5099000, 5099012, 12
199, 5099500, 5099512, 12
200, 5100000, 5104025, 4025
201, 5100500, 5104039, 3539
202, 5101000, 5104052, 3052
203, 5101500, 5104065, 2565
204, 5102000, 5104079, 2079
205, 5102500, 5104092, 1592
206, 5103000, 5104105, 1105
207, 5103500, 5104119, 619
208, 5104000, 5104132, 132
209, 5104500, 5104512, 12
210, 5105000, 5105012, 12
211, 5105500, 5105512, 12
212, 5106000, 5110012, 4012
213, 5106500, 5110025, 3525
214, 5107000, 5110039, 3039
215, 5107500, 5110052, 2552
216, 5108000, 5110065, 2065
217, 5108500, 5110079, 1579
218, 5109000, 5110092, 1092
219, 5109500, 5110106, 606
220, 5110000, 5110132, 132
221, 5110500, 5110512, 12
222, 5111000, 5111012, 12
223, 5111500, 5111512, 12
224, 5112000, 5116012, 4012
225, 5112500, 5116025, 3525
226, 5113000, 5116039, 3039
227, 5113500, 5116052, 2552
228, 5114000, 5116065, 2065
229, 5114500, 5116079, 1579
230, 5115000, 5116092, 1092
231, 5115500, 5116106, 606
232, 5116000, 5116119, 119
233, 5116500, 5116512, 12
234, 5117000, 5117012, 12
235, 5117500, 5117512, 12
236, 5118000, 5122012, 4012
237, 5118500, 5122025, 3525
238, 5119000, 5122039, 3039
239, 5119500, 5122052, 2552
240, 5120000, 5122079, 2079
241, 5120500, 5122092, 1592
242, 5121000, 5122105, 1105
243, 5121500, 5122119, 619
244, 5122000, 5122132, 132
245, 5122500, 5122512, 12
246, 5123000, 5123012, 12
247, 5123500, 5123512, 12
248, 5124000, 5128012, 4012
249, 5124500, 5128025, 3525
250, 5125000, 5128039, 3039
251, 5125500, 5128052, 2552
252, 5126000, 5128065, 2065
253, 5126500, 5128079, 1579
254, 5127000, 5128092, 1092
255, 5127500, 5128106, 606
256, 5128000, 5128119, 119
257, 5128500, 5128512, 12
258, 5129000, 5129012, 12
259, 5129500, 5129512, 12
260, 5130000, 5134025, 4025
261, 5130500, 5134039, 3539
262, 5131000, 5134052, 3052
263, 5131500, 5134065, 2565
264, 5132000, 5134079, 2079
265, 5132500, 5134092, 1592
266, 5133000, 5134105, 1105
267, 5133500, 5134119, 619
268, 5134000, 5134132, 132
269, 5134500, 5134512, 12
270, 5135000, 5135012, 12
271, 5135500, 5135512, 12
272, 5136000, 5140012, 4012
273, 5136500, 5140025, 3525
274, 5137000, 5140039, 3039
275, 5137500, 5140052, 2552
276, 5138000, 5140065, 2065
277, 5138500, 5140079, 1579
278, 5139000, 5140092, 1092
279, 5139500, 5140106, 606
280, 5140000, 5140132, 132
281, 5140500, 5140512, 12
282, 5141000, 5141012, 12
283, 5141500, 5141512, 12
284, 5142000, 5146012, 4012
285, 5142500, 5146025, 3525
286, 5143000, 5146039, 3039
287, 5143500, 5146052, 2552
288, 5144000, 5146065, 2065
289, 5144500, 5146079, 1579
290, 5145000, 5146092, 1092
291, 5145500, 5146106, 606
292, 5146000, 5146119, 119
293, 5146500, 5146512, 12
294, 5147000, 5147012, 12
295, 5147500, 5147512, 12
296, 5148000, 5152012, 4012
297, 5148500, 5152025, 3525
298, 5149000, 5152039, 3039
299, 5149500, 5152052, 2552
300, 5150000, 5152079, 2079
301, 5150500, 5152092, 1592
302, 5151000, 5152105, 1105
303, 5151500, 5152119, 619
304, 5152000, 5152132, 132
305, 5152500, 5152512, 12
306, 5153000, 5153012, 12
307, 5153500, 5153512, 12
308, 5154000, 5158012, 4012
309, 5154500, 5158025, 3525
310, 5155000, 5158039, 3039
311, 5155500, 5158052, 2552
312, 5156000, 5158065, 2065
313, 5156500, 5158079, 1579
314, 5157000, 5158092, 1092
315, 5157500, 5158106, 606
316, 5158000, 5158119, 119
317, 5158500, 5158512, 12
318, 5159000, 5159012, 12
319, 5159500, 5159512, 12
320, 5160000, 5164025, 4025
321, 5160500, 5164039, 3539
322, 5161000, 5164052, 3052
323, 5161500, 5164065, 2565
324, 5162000, 5164079, 2079
325, 5162500, 5164092, 1592
326, 5163000, 5164105, 1105
327, 5163500, 5164119, 619
328, 5164000, 5164132, 132
329, 5164500, 5164512, 12
330, 5165000, 5165012, 12
331, 5165500, 5165512, 12
332, 5166000, 5170012, 4012
333, 5166500, 5170025, 3525
334, 5167000, 5170039, 3039
335, 5167500, 5170052, 2552
336, 5168000, 5170065, 2065
337, 5168500, 5170079, 1579
338, 5169000, 5170092, 1092
339, 5169500, 5170106, 606
340, 5170000, 5170132, 132
341, 5170500, 5170512, 12
342, 5171000, 5171012, 12
343, 5171500, 5171512, 12
344, 5172000, 5176012, 4012
345, 5172500, 5176025, 3525
346, 5173000, 5176039, 3039
347, 5173500, 5176052, 2552
348, 5174000, 5176065, 2065
349, 5174500, 5176079, 1579
350, 5175000, 5176092, 1092
351, 5175500, 5176106, 606
352, 5176000, 5176119, 119
353, 5176500, 5176512, 12
354, 5177000, 5177012, 12
355, 5177500, 5177512, 12
356, 5178000, 5182012, 4012
357, 5178500, 5182025, 3525
358, 5179000, 5182039, 3039
359, 5179500, 5182052, 2552
360, 5180000, 5182079, 2079
361, 5180500, 5182092, 1592
362, 5181000, 5182105, 1105
363, 5181500, 5182119, 619
364, 5182000, 5182132, 132
365, 5182500, 5182512, 12
366, 5183000, 5183012, 12
367, 5183500, 5183512, 12
368, 5184000, 5188012, 4012
369, 5184500, 5188025, 3525
370, 5185000, 5188039, 3039
371, 5185500, 5188052, 2552
372, 5186000, 5188065, 2065
373, 5186500, 5188079, 1579
374, 5187000, 5188092, 1092
375, 5187500, 5188106, 606
376, 5188000, 5188119, 119
377, 5188500, 5188512, 12
378, 5189000, 5189012, 12
379, 5189500, 5189512, 12
380, 5190000, 5194025, 4025
381, 5190500, 5194039, 3539
382, 5191000, 5194052, 3052
383, 5191500, 5194065, 2565
384, 5192000, 5194079, 2079
385, 5192500, 5194092, 1592
386, 5193000, 5194105, 1105
387, 5193500, 5194119, 619
388, 5194000, 5194132, 132
389, 5194500, 5194512, 12
390, 5195000, 5195012, 12
391, 5195500, 5195512, 12
392, 5196000, 5200012, 4012
393, 5196500, 5200025, 3525
394, 5197000, 5200039, 3039
395, 5197500, 5200052, 2552
396, 5198000, 5200065, 2065
397, 5198500, 5200079, 1579
398, 5199000, 5200092, 1092
399, 5199500, 5200106, 606
400, 5200000, 5200132, 132
401, 5200500, 5200512, 12
402, 5201000, 5201012, 12
403, 5201500, 5201512, 12
404, 5202000, 5206012, 4012
405, 5202500, 5206025, 3525
406, 5203000, 5206039, 3039
407, 5203500, 5206052, 2552
408, 5204000, 5206065, 2065
409, 5204500, 5206079, 1579
410, 5205000, 5206092, 1092
411, 5205500, 5206106, 606
412, 5206000, 5206119, 119
413, 5206500, 5206512, 12
414, 5207000, 5207012, 12
415, 5207500, 5207512, 12
416, 5208000, 5212012, 4012
417, 5208500, 5212025, 3525
418, 5209000, 5212039, 3039
419, 5209500, 5212052, 2552
420, 5210000, 5212079, 2079
421, 5210500, 5212092, 1592
422, 5211000, 5212105, 1105
423, 5211500, 5212119, 619
424, 5212000, 5212132, 132
425, 5212500, 5212512, 12
426, 5213000, 5213012, 12
427, 5213500, 5213512, 12
428, 5214000, 5218012, 4012
429, 5214500, 5218025, 3525
430, 5215000, 5218039, 3039
431, 5215500, 5218052, 2552
432, 5216000, 5218065, 2065
433, 5216500, 5218079, 1579
434, 5217000, 5218092, 1092
435, 5217500, 5218106, 606
436, 5218000, 5218119, 119
437, 5218500, 5218512, 12
438, 5219000, 5219012, 12
439, 5219500, 5219512, 12
440, 5220000, 5224025, 4025
441, 5220500, 5224039, 3539
442, 5221000, 5224052, 3052
443, 5221500, 5224065, 2565
444, 5222000, 5224079, 2079
445, 5222500, 5224092, 1592
446, 5223000, 5224105, 1105
447, 5223500, 5224119, 619
448, 5224000, 5224132, 132
449, 5224500, 5224512, 12
450, 5225000, 5225012, 12
451, 5225500, 5225512, 12
452, 5226000, 5230012, 4012
453, 5226500, 5230025, 3525
454, 5227000, 5230039, 3039
455, 5227500, 5230052, 2552
456, 5228000, 5230065, 2065
457, 5228500, 5230079, 1579
458, 5229000, 5230092, 1092
459, 5229500, 5230106, 606
460, 5230000, 5230132, 132
461, 5230500, 5230512, 12
462, 5231000, 5231012, 12
463, 5231500, 5231512, 12
464, 5232000, 5236012, 4012
465, 5232500, 5236025, 3525
466, 5233000, 5236039, 3039
467, 5233500, 5236052, 2552
468, 5234000, 5236065, 2065
469, 5234500, 5236079, 1579
470, 5235000, 5236092, 1092
471, 5235500, 5236106, 606
472, 5236000, 5236119, 119
473, 5236500, 5236512, 12
474, 5237000, 5237012, 12
475, 5237500, 5237512, 12
476, 5238000, 5242012, 4012
477, 5238500, 5242025, 3525
478, 5239000, 5242039, 3039
479, 5239500, 5242052, 2552
480, 5240000, 5242079, 2079
481, 5240500, 5242092, 1592
482, 5241000, 5242105, 1105
483, 5241500, 5242119, 619
484, 5242000, 5242132, 132
485, 5242500, 5242512, 12
486, 5243000, 5243012, 12
487, 5243500, 5243512, 12
488, 5244000, 5248012, 4012
489, 5244500, 5248025, 3525
490, 5245000, 5248039, 3039
491, 5245500, 5248052, 2552
492, 5246000, 5248065, 2065
493, 5246500, 5248079, 1579
494, 5247000, 5248092, 1092
495, 5247500, 5248106, 606
496, 5248000, 5248119, 119
497, 5248500, 5248512, 12
498, 5249000, 5249012, 12
499, 5249500, 5249512, 12
500, 5250000, 5254025, 4025
501, 5250500, 5254039, 3539
502, 5251000, 5254052, 3052
503, 5251500, 5254065, 2565
504, 5252000, 5254079, 2079
505, 5252500, 5254092, 1592
506, 5253000, 5254105, 1105
507, 5253500, 5254119, 619
508, 5254000, 5254132, 132
509, 5254500, 5254512, 12
510, 5255000, 5255012, 12
511, 5255500, 5255512, 12
512, 5256000, 5260012, 4012
513, 5256500, 5260025, 3525
514, 5257000, 5260039, 3039
515, 5257500, 5260052, 2552
516, 5258000, 5260065, 2065
517, 5258500, 5260079, 1579
518, 5259000, 5260092, 1092
519, 5259500, 5260106, 606
520, 5260000, 5260132, 132
521, 5260500, 5260512, 12
522, 5261000, 5261012, 12
523, 5261500, 5261512, 12
524, 5262000, 5266012, 4012
525, 5262500, 5266025, 3525
526, 5263000, 5266039, 3039
527, 5263500, 5266052, 2552
528, 5264000, 5266065, 2065
529, 5264500, 5266079, 1579
530, 5265000, 5266092, 1092
531, 5265500, 5266106, 606
532, 5266000, 5266119, 119
533, 5266500, 5266512, 12
534, 5267000, 5267012, 12
535, 5267500, 5267512, 12
536, 5268000, 5272012, 4012
537, 5268500, 5272025, 3525
538, 5269000, 5272039, 3039
539, 5269500, 5272052, 2552
540, 5270000, 5272079, 2079
541, 5270500, 5272092, 1592
542, 5271000, 5272105, 1105
543, 5271500, 5272119, 619
544, 5272000, 5272132, 132
545, 5272500, 5272512, 12
546, 5273000, 5273012, 12
547, 5273500, 5273512, 12
548, 5274000, 5278012, 4012
549, 5274500, 5278025, 3525
550, 5275000, 5278039, 3039
551, 5275500, 5278052, 2552
552, 5276000, 5278065, 2065
553, 5276500, 5278079, 1579
554, 5277000, 5278092, 1092
555, 5277500, 5278106, 606
556, 5278000, 5278119, 119
557, 5278500, 5278512, 12
558, 5279000, 5279012, 12
559, 5279500, 5279512, 12
560, 5280000, 5284025, 4025
561, 5280500, 5284039, 3539
562, 5281000, 5284052, 3052
563, 5281500, 5284065, 2565
564, 5282000, 5284079, 2079
565, 5282500, 5284092, 1592
566, 5283000, 5284105, 1105
567, 5283500, 5284119, 619
568, 5284000, 5284132, 132
569, 5284500, 5284512, 12
570, 5285000, 5285012, 12
571, 5285500, 5285512, 12
572, 5286000, 5290012, 4012
573, 5286500, 5290025, 3525
574, 5287000, 5290039, 3039
575, 5287500, 5290052, 2552
576, 5288000, 5290065, 2065
577, 5288500, 5290079, 1579
578, 5289000, 5290092, 1092
579, 5289500, 5290106, 606
580, 5290000, 5290132, 132
581, 5290500, 5290512, 12
582, 5291000, 5291012, 12
583, 5291500, 5291512, 12
584, 5292000, 5296012, 4012
585, 5292500, 5296025, 3525
586, 5293000, 5296039, 3039
587, 5293500, 5296052, 2552
588, 5294000, 5296065, 2065
589, 5294500, 5296079, 1579
590, 5295000, 5296092, 1092
591, 5295500, 5296106, 606
592, 5296000, 5296119, 119
593, 5296500, 5296512, 12
594, 5297000, 5297012, 12
595, 5297500, 5297512, 12
596, 5298000, 5302012, 4012
597, 5298500, 5302025, 3525
598, 5299000, 5302039, 3039
599, 5299500, 5302052, 2552
600, 5300000, 5302079, 2079
601, 5300500, 5302092, 1592
602, 5301000, 5302105, 1105
603, 5301500, 5302119, 619
604, 5302000, 5302132, 132
605, 5302500, 5302512, 12
606, 5303000, 5303012, 12
607, 5303500, 5303512, 12
608, 5304000, 5308012, 4012
609, 5304500, 5308025, 3525
610, 5305000, 5308039, 3039
611, 5305500, 5308052, 2552
612, 5306000, 5308065, 2065
613, 5306500, 5308079, 1579
614, 5307000, 5308092, 1092
615, 5307500, 5308106, 606
616, 5308000, 5308119, 119
617, 5308500, 5308512, 12
618, 5309000, 5309012, 12
619, 5309500, 5309512, 12
620, 5310000, 5314025, 4025
621, 5310500, 5314039, 3539
622, 5311000, 5314052, 3052
623, 5311500, 5314065, 2565
624, 5312000, 5314079, 2079
625, 5312500, 5314092, 1592
626, 5313000, 5314105, 1105
627, 5313500, 5314119, 619
628, 5314000, 5314132, 132
629, 5314500, 5314512, 12
630, 5315000, 5315012, 12
631, 5315500, 5315512, 12
632, 5316000, 5320012, 4012
633, 5316500, 5320025, 3525
634, 5317000, 5320039, 3039
635, 5317500, 5320052, 2552
636, 5318000, 5320065, 2065
637, 5318500, 5320079, 1579
638, 5319000, 5320092, 1092
639, 5319500, 5320106, 606
640, 5320000, 5320132, 132
641, 5320500, 5320512, 12
642, 5321000, 5321012, 12
643, 5321500, 5321512, 12
644, 5322000, 5326012, 4012
645, 5322500, 5326025, 3525
646, 5323000, 5326039, 3039
647, 5323500, 5326052, 2552
648, 5324000, 5326065, 2065
649, 5324500, 5326079, 1579
650, 5325000, 5326092, 1092
651, 5325500, 5326106, 606
652, 5326000, 5326119, 119
653, 5326500, 5326512, 12
654, 5327000, 5327012, 12
655, 5327500, 5327512, 12
656, 5328000, 5332012, 4012
657, 5328500, 5332025, 3525
658, 5329000, 5332039, 3039
659, 5329500, 5332052, 2552
660, 5330000, 5332079, 2079
661, 5330500, 5332092, 1592
662, 5331000, 5332105, 1105
663, 5331500, 5332119, 619
664, 5332000, 5332132, 132
665, 5332500, 5332512, 12
666, 5333000, 5333012, 12
667, 5333500, 5333512, 12
668, 5334000, 5338012, 4012
669, 5334500, 5338025, 3525
670, 5335000, 5338039, 3039
671, 5335500, 5338052, 2552
672, 5336000, 5338065, 2065
673, 5336500, 5338079, 1579
674, 5337000, 5338092, 1092
675, 5337500, 5338106, 606
676, 5338000, 5338119, 119
677, 5338500, 5338512, 12
678, 5339000, 5339012, 12
679, 5339500, 5339512, 12
680, 5340000, 5344025, 4025
681, 5340500, 5344039, 3539
682, 5341000, 5344052, 3052
683, 5341500, 5344065, 2565
684, 5342000, 5344079, 2079
685, 5342500, 5344092, 1592
686, 5343000, 5344105, 1105
687, 5343500, 5344119, 619
688, 5344000, 5344132, 132
689, 5344500, 5344512, 12
690, 5345000, 5345012, 12
691, 5345500, 5345512, 12
692, 5346000, 5350012, 4012
693, 5346500, 5350025, 3525
694, 5347000, 5350039, 3039
695, 5347500, 5350052, 2552
696, 5348000, 5350065, 2065
697, 5348500, 5350079, 1579
698, 5349000, 5350092, 1092
699, 5349500, 5350106, 606
700, 5350000, 5350132, 132
701, 5350500, 5350512, 12
702, 5351000, 5351012, 12
703, 5351500, 5351512, 12
704, 5352000, 5356012, 4012
705, 5352500, 5356025, 3525
706, 5353000, 5356039, 3039
707, 5353500, 5356052, 2552
708, 5354000, 5356065, 2065
709, 5354500, 5356079, 1579
710, 5355000, 5356092, 1092
711, 5355500, 5356106, 606
712, 5356000, 5356119, 119
713, 5356500, 5356512, 12
714, 5357000, 5357012, 12
715, 5357500, 5357512, 12
716, 5358000, 5362012, 4012
717, 5358500, 5362025, 3525
718, 5359000, 5362039, 3039
719, 5359500, 5362052, 2552
720, 5360000, 5362079, 2079
721, 5360500, 5362092, 1592
722, 5361000, 5362105, 1105
723, 5361500, 5362119, 619
724, 5362000, 5362132, 132
725, 5362500, 5362512, 12
726, 5363000, 5363012, 12
727, 5363500, 5363512, 12
728, 5364000, 5368012, 4012
729, 5364500, 5368025, 3525
730, 5365000, 5368039, 3039
731, 5365500, 5368052, 2552
732, 5366000, 5368065, 2065
733, 5366500, 5368079, 1579
734, 5367000, 5368092, 1092
735, 5367500, 5368106, 606
736, 5368000, 5368119, 119
737, 5368500, 5368512, 12
738, 5369000, 5369012, 12
739, 5369500, 5369512, 12
740, 5370000, 5374025, 4025
741, 5370500, 5374039, 3539
742, 5371000, 5374052, 3052
743, 5371500, 5374065, 2565
744, 5372000, 5374079, 2079
745, 5372500, 5374092, 1592
746, 5373000, 5374105, 1105
747, 5373500, 5374119, 619
748, 5374000, 5374132, 132
749, 5374500, 5374512, 12
750, 5375000, 5375012, 12
751, 5375500, 5375512, 12
752, 5376000, 5380012, 4012
753, 5376500, 5380025, 3525
754, 5377000, 5380039, 3039
755, 5377500, 5380052, 2552
756, 5378000, 5380065, 2065
757, 5378500, 5380079, 1579
758, 5379000, 5380092, 1092
759, 5379500, 5380106, 606
760, 5380000, 5380132, 132
761, 5380500, 5380512, 12
762, 5381000, 5381012, 12
763, 5381500, 5381512, 12
764, 5382000, 5386012, 4012
765, 5382500, 5386025, 3525
766, 5383000, 5386039, 3039
767, 5383500, 5386052, 2552
768, 5384000, 5386065, 2065
769, 5384500, 5386079, 1579
770, 5385000, 5386092, 1092
771, 5385500, 5386106, 606
772, 5386000, 5386119, 119
773, 5386500, 5386512, 12
774, 5387000, 5387012, 12
775, 5387500, 5387512, 12
776, 5388000, 5392012, 4012
777, 5388500, 5392025, 3525
778, 5389000, 5392039, 3039
779, 5389500, 5392052, 2552
780, 5390000, 5392079, 2079
781, 5390500, 5392092, 1592
782, 5391000, 5392105, 1105
783, 5391500, 5392119, 619
784, 5392000, 5392132, 132
785, 5392500, 5392512, 12
786, 5393000, 5393012, 12
787, 5393500, 5393512, 12
788, 5394000, 5398012, 4012
789, 5394500, 5398025, 3525
790, 5395000, 5398039, 3039
791, 5395500, 5398052, 2552
792, 5396000, 5398065, 2065
793, 5396500, 5398079, 1579
794, 5397000, 5398092, 1092
795, 5397500, 5398106, 606
796, 5398000, 5398119, 119
797, 5398500, 5398512, 12
798, 5399000, 5399012, 12
799, 5399500, 5399512, 12
800, 5400000, 5404025, 4025
801, 5400500, 5404039, 3539
802, 5401000, 5404052, 3052
